Date,Adams,Alamosa,Arapahoe,Archuleta,Baca,Bent,Boulder,Broomfield,Chaffee,Cheyenne,Clear Creek,Conejos,Costilla,Crowley,Custer,Delta,Denver,Dolores,Douglas,Eagle,El Paso,Elbert,Fremont,Garfield,Gilpin,Grand,Gunnison,Hinsdale,Huerfano,Jackson,Jefferson,Kiowa,Kit Carson,La Plata,Lake,Larimer,Las Animas,Lincoln,Logan,Mesa,Mineral,Moffat,Montezuma,Montrose,Morgan,Otero,Ouray,Out of CO,Park,Phillips,Pitkin,Prowers,Pueblo,Rio Blanco,Rio Grande,Routt,Saguache,San Juan,San Miguel,Sedgwick,Summit,Teller,Unassigned,Washington,Weld,Yuma
2020-04-26,1348,10,2160,8,10,0,500,139,66,0,13,0,3,2,2,27,2583,0,439,533,867,27,22,87,1,5,158,3,2,0,1265,0,20,59,17,312,3,4,248,38,2,6,15,90,259,8,5,0,7,5,61,1,131,1,7,54,3,1,19,0,105,27,172,6,1469,6
2020-04-27,1391,10,2252,8,10,0,515,141,66,0,13,0,3,2,2,33,2682,0,449,535,879,27,22,88,1,5,158,3,2,0,1276,0,20,59,17,321,3,3,259,40,2,6,15,92,298,8,5,0,7,6,61,1,134,1,7,54,3,0,19,0,106,27,176,6,1544,6
2020-04-28,1430,10,2312,8,10,0,543,145,66,0,13,0,3,2,2,34,2791,0,453,540,884,27,22,89,1,5,161,3,2,0,1298,0,20,59,17,334,3,3,266,42,2,6,15,94,344,8,5,0,11,6,61,1,136,1,7,55,3,0,19,0,119,28,165,7,1618,7
2020-04-29,1490,10,2389,8,10,0,565,147,66,0,13,0,3,2,2,43,2890,0,468,546,907,28,22,91,1,5,161,3,2,0,1314,0,20,62,17,348,3,3,270,44,2,6,16,96,358,8,5,0,11,6,62,1,136,1,7,54,4,0,19,0,121,28,145,7,1704,8
2020-04-30,1585,10,2472,8,10,0,580,150,66,0,13,0,3,2,2,44,3001,0,478,550,932,29,22,93,1,5,166,3,2,0,1338,0,21,62,18,363,3,3,282,46,2,6,16,96,372,10,5,0,11,6,65,1,139,1,7,56,4,0,19,0,128,28,158,7,1776,8
2020-05-01,1665,10,2557,8,10,0,618,157,67,0,13,0,3,3,2,46,3092,0,502,550,964,30,22,93,1,5,166,3,2,0,1373,0,21,63,19,377,3,3,282,47,2,6,16,98,384,10,5,0,13,6,65,1,146,1,7,56,4,0,19,0,130,28,201,7,1802,9
2020-05-02,1730,11,2625,8,10,0,646,163,67,0,13,0,3,3,2,48,3222,0,518,546,988,31,22,95,1,5,165,3,2,0,1384,0,21,63,20,384,3,3,288,47,2,6,16,102,395,10,5,0,14,5,51,1,150,1,7,56,3,0,19,0,136,28,226,8,1836,8
2020-05-03,1780,12,2706,8,12,0,661,165,67,0,13,0,3,4,2,50,3345,0,526,551,994,31,22,97,1,5,165,3,2,0,1405,0,21,63,20,395,3,3,291,47,2,6,17,105,399,10,5,0,14,5,51,1,158,1,7,56,3,0,19,0,144,28,242,8,1872,9
2020-05-04,1815,14,2758,8,12,0,679,167,67,0,13,0,3,4,2,51,3428,0,531,552,1005,32,22,97,1,5,168,3,2,0,1431,0,21,63,21,395,3,3,291,47,2,6,18,106,413,10,5,0,14,5,51,1,158,1,7,56,3,0,20,0,144,28,242,8,1897,9
2020-05-05,1883,14,2883,8,12,0,685,178,68,0,13,0,3,4,2,52,3546,0,543,547,1028,36,22,99,1,5,168,3,2,0,1466,0,22,63,21,409,4,3,292,49,2,6,18,107,422,10,5,0,14,5,52,3,158,1,7,58,3,0,20,0,151,29,189,9,1955,9
2020-05-06,1952,22,2977,8,12,0,700,180,68,0,13,0,3,4,2,52,3674,0,556,552,1055,37,22,99,1,5,172,3,2,0,1507,0,24,63,21,415,4,3,295,50,2,6,19,110,439,10,5,0,15,6,53,8,161,1,7,58,3,1,20,0,155,30,164,9,1988,9
2020-05-07,2046,25,3089,8,12,0,720,186,68,0,13,0,3,4,2,53,3799,0,573,554,1079,37,23,100,1,5,173,3,2,0,1542,0,24,63,23,423,4,3,318,50,2,6,21,114,448,10,5,0,15,7,54,8,163,1,7,58,3,1,20,0,155,30,153,9,2042,10
2020-05-08,2117,25,3148,8,12,0,743,191,68,2,14,1,3,25,2,54,3892,0,584,555,1097,39,23,102,1,5,173,3,3,0,1574,0,24,64,23,437,4,3,350,50,2,6,23,121,463,10,6,0,15,7,54,8,170,1,7,58,4,1,20,0,156,30,140,9,2087,10
2020-05-09,2205,25,3228,8,12,0,757,195,68,4,14,1,3,39,2,54,4001,0,591,558,1109,39,23,103,3,5,173,3,3,0,1627,0,26,65,23,444,4,3,389,51,2,6,23,122,485,10,6,0,15,8,54,8,176,1,7,58,5,1,20,0,162,30,179,9,2120,10
2020-05-10,2242,25,3272,8,12,1,767,198,68,4,14,1,3,39,2,55,4070,0,601,558,1124,39,23,104,3,5,173,3,3,0,1649,0,26,65,23,448,4,3,401,51,2,6,23,124,508,10,6,0,15,8,54,9,182,1,7,58,5,1,20,0,165,31,222,9,2139,11
2020-05-11,2278,32,3313,8,12,1,777,200,68,5,14,1,3,39,2,55,4118,0,604,559,1137,39,23,103,1,5,173,3,3,0,1658,0,25,65,23,452,4,3,432,51,2,6,24,127,517,10,6,0,16,9,54,9,185,1,8,58,5,1,20,0,169,31,153,9,2159,11
2020-05-12,2322,33,3370,8,12,1,788,201,68,5,15,1,3,39,2,55,4187,0,607,561,1157,40,23,111,1,5,174,3,3,0,1678,0,25,66,23,455,4,3,473,51,2,6,25,127,521,10,6,0,16,9,54,9,188,1,7,59,8,1,22,0,171,31,101,9,2190,11
2020-05-13,2374,33,3464,8,12,1,797,203,69,4,15,1,4,39,2,54,4254,0,612,562,1175,41,23,112,1,5,180,3,3,0,1716,0,25,66,23,456,4,3,480,51,2,6,25,128,527,11,6,0,16,9,54,9,188,1,7,59,8,1,22,0,174,31,85,9,2211,11
2020-05-14,2448,37,3526,8,12,1,805,204,69,5,15,1,4,39,2,54,4359,0,621,564,1204,41,25,112,2,5,182,3,3,0,1748,0,25,66,23,463,4,3,483,51,2,6,25,129,534,11,6,0,16,9,54,9,186,1,7,59,15,1,22,0,175,31,71,9,2232,11
2020-05-15,2520,38,3583,8,12,1,825,207,69,5,15,1,4,39,2,54,4452,0,632,566,1251,42,25,113,3,5,182,3,3,0,1775,0,26,66,24,472,4,3,483,50,2,6,26,131,542,11,7,0,16,10,56,10,195,1,7,59,16,1,22,0,178,31,61,9,2260,12
2020-05-16,2575,39,3652,8,12,1,835,209,69,5,16,1,4,39,2,55,4548,0,637,570,1291,44,25,113,4,5,182,3,3,0,1800,0,26,68,26,485,4,3,485,50,2,6,27,135,557,11,7,0,16,10,56,10,202,1,8,59,16,1,22,0,182,31,77,10,2281,12
2020-05-17,2613,41,3703,8,12,1,844,211,69,5,16,1,4,39,2,55,4656,0,640,570,1314,45,25,115,4,5,183,3,3,0,1831,0,26,68,26,489,4,3,487,50,2,6,27,136,561,11,7,0,16,10,56,10,204,1,8,59,16,1,22,0,183,31,83,10,2295,12
2020-05-18,2640,42,3767,8,12,1,857,213,69,5,16,1,4,39,2,55,4720,0,649,570,1348,47,25,114,4,5,179,3,3,0,1849,0,26,68,26,495,4,3,488,50,2,6,27,136,565,11,7,0,16,10,57,10,217,1,8,60,17,1,22,0,186,31,78,11,2305,11
2020-05-19,2675,43,3827,8,12,1,871,214,69,5,16,1,4,39,2,55,4790,0,654,571,1357,47,25,115,4,5,179,3,3,0,1882,0,26,72,26,508,4,3,488,50,2,6,29,136,574,11,7,0,20,10,57,11,219,1,9,59,18,1,22,0,192,31,65,11,2326,11
2020-05-20,2737,43,3889,8,12,1,878,215,69,5,16,1,3,42,2,55,4858,0,659,572,1386,48,25,114,3,5,176,3,3,0,1932,0,26,72,27,512,4,3,489,50,2,6,30,136,579,13,7,0,20,10,57,11,220,1,8,59,18,2,22,0,194,32,67,11,2338,11
2020-05-21,2759,51,3943,8,12,1,890,218,69,5,16,1,3,43,2,57,4948,0,663,577,1428,48,26,114,3,5,177,3,3,0,1974,0,26,83,27,517,4,3,490,50,2,6,30,147,586,14,7,0,21,10,57,11,230,1,14,59,20,2,23,0,195,33,91,15,2358,12
2020-05-22,2802,51,3974,8,12,2,898,220,69,5,16,1,3,44,2,61,5056,0,669,577,1460,48,26,120,3,5,177,3,3,0,1999,0,26,73,27,520,5,3,491,50,2,6,35,152,591,14,7,0,21,10,57,11,233,1,15,59,23,1,23,0,197,32,94,15,2367,12
2020-05-23,2856,55,4027,8,12,2,923,220,70,5,16,1,3,57,2,65,5151,0,675,580,1493,48,26,120,3,6,178,3,3,0,2030,0,26,76,27,530,5,3,493,54,2,6,35,159,603,14,8,0,23,12,57,12,260,1,16,59,24,1,23,0,203,32,126,30,2391,15
2020-05-24,2869,58,4039,8,12,2,928,220,70,5,16,1,3,62,2,67,5173,0,675,581,1505,48,26,121,3,6,180,3,3,0,2040,0,26,77,27,537,5,3,582,55,2,6,35,159,604,14,8,0,23,12,57,12,263,1,16,59,25,1,23,0,207,32,125,31,2406,15
2020-05-25,2908,58,4075,8,12,2,932,221,71,5,16,1,3,63,2,67,5216,0,678,577,1535,49,26,123,3,7,179,3,3,0,2061,0,26,77,27,540,5,3,582,55,2,6,36,159,609,15,8,0,23,12,57,12,263,1,16,59,36,1,23,0,205,32,0,32,2412,18
2020-05-26,2964,58,4121,8,12,2,941,224,72,5,16,1,3,63,2,67,5269,0,683,580,1581,49,26,134,3,7,178,3,3,0,2090,0,26,79,27,544,5,3,582,55,2,7,36,163,613,15,8,0,23,12,57,12,264,1,16,59,36,1,23,0,212,32,0,32,2423,19
2020-05-27,3006,57,4166,8,12,2,947,226,71,5,16,1,5,63,2,67,5316,0,695,580,1600,51,26,135,3,8,177,3,3,0,2098,0,26,77,27,552,5,3,582,51,2,7,36,163,616,15,8,0,23,12,57,13,278,1,13,61,25,1,23,0,214,32,0,33,2430,19
2020-05-28,3070,60,4201,8,12,2,956,227,72,5,16,1,5,63,2,67,5434,0,699,584,1636,51,26,135,3,10,177,3,3,0,2123,0,26,77,27,567,5,3,585,53,2,7,37,163,620,18,8,0,23,12,57,13,278,1,14,61,33,1,23,0,213,32,0,33,2444,20
2020-05-29,3142,65,4254,8,12,2,964,232,72,5,16,1,5,63,2,68,5569,0,705,586,1674,52,26,137,3,12,177,3,3,0,2171,0,26,80,29,570,5,3,601,54,2,7,39,168,623,18,8,0,23,13,57,13,281,1,16,61,48,1,23,0,219,32,0,40,2472,36
2020-05-30,3224,74,4353,8,12,2,974,236,72,5,16,1,6,64,2,69,5690,0,715,587,1717,52,26,138,3,14,177,3,3,0,2196,0,26,80,29,576,5,3,602,54,2,7,43,169,628,18,8,0,23,13,58,13,289,1,23,61,79,1,23,0,224,32,0,40,2480,35
2020-05-31,3258,76,4394,8,12,2,980,240,72,5,16,2,6,64,2,69,5775,0,720,587,1732,53,26,139,3,14,177,3,3,0,2221,0,26,81,31,583,5,3,614,54,2,7,45,172,629,19,8,0,23,13,58,14,295,1,33,62,81,1,23,0,226,32,0,41,2488,35
2020-06-01,3291,78,4416,8,12,2,984,242,76,5,17,2,6,64,2,69,5802,0,724,587,1748,53,26,143,3,14,177,3,3,0,2244,0,26,82,31,589,5,3,619,55,2,7,46,177,630,19,8,0,23,14,58,14,297,1,35,62,89,1,23,0,231,33,0,41,2501,40
2020-06-02,3338,82,4453,8,12,2,986,244,77,5,17,2,6,64,2,71,5854,0,726,590,1761,53,27,148,3,15,178,3,3,0,2266,0,26,82,31,589,5,3,620,55,2,8,46,181,631,19,8,0,23,14,58,15,297,1,37,62,89,1,23,0,233,33,0,41,2505,40
2020-06-03,3379,84,4496,8,12,2,995,245,76,5,17,2,6,64,2,72,5917,0,733,599,1778,53,26,150,4,15,178,3,3,0,2294,0,26,82,32,606,5,3,621,56,2,8,46,181,635,20,8,0,23,14,59,15,300,1,36,62,90,1,24,0,237,33,0,41,2521,40
2020-06-04,3458,84,4553,8,12,2,1004,251,76,5,17,3,6,64,2,72,5977,0,746,599,1788,53,26,157,4,15,178,3,3,0,2310,0,30,82,34,610,5,3,624,59,2,8,46,182,638,21,8,0,23,14,59,15,302,1,38,62,89,1,24,0,239,33,0,42,2534,42
2020-06-05,3515,87,4591,8,12,2,1008,252,77,5,17,4,6,66,2,72,6041,0,751,603,1802,53,26,158,4,15,178,3,3,0,2343,0,30,82,35,613,5,3,627,60,2,8,46,183,641,21,8,0,23,14,59,15,306,1,40,62,92,1,23,0,239,33,0,42,2540,43
2020-06-06,3552,90,4626,8,12,2,1011,253,78,5,17,4,7,66,2,74,6079,0,753,607,1817,54,26,161,5,15,178,3,3,0,2370,0,30,82,36,616,5,3,630,62,2,8,50,185,641,21,8,0,23,14,60,15,313,1,43,62,93,1,23,0,243,34,0,42,2566,44
2020-06-07,3575,94,4637,8,12,3,1016,255,78,5,17,5,8,66,2,76,6106,0,756,608,1834,54,26,162,5,15,179,3,3,0,2373,0,30,82,37,619,5,3,631,62,2,8,57,188,644,21,8,0,23,14,59,15,320,1,45,62,93,1,23,0,248,34,0,43,2583,45
2020-06-08,3605,95,4663,8,12,3,1022,256,78,5,17,5,8,66,2,76,6138,0,757,610,1862,56,26,164,5,15,180,3,3,0,2384,0,30,82,38,628,5,3,631,62,2,8,57,190,645,22,8,0,23,15,61,16,320,1,46,62,94,1,23,0,247,36,0,43,2598,48
2020-06-09,3627,101,4687,8,12,3,1027,258,78,5,17,5,8,66,2,76,6176,0,764,612,1880,57,26,166,5,15,181,3,3,0,2398,0,30,84,38,632,6,3,631,64,2,8,58,190,644,22,8,0,23,15,62,16,323,1,47,62,94,1,23,0,248,37,0,43,2604,48
2020-06-10,3643,107,4709,8,12,3,1031,258,78,5,17,5,10,66,2,76,6204,0,771,615,1888,54,26,171,5,15,181,3,3,0,2424,0,30,84,38,636,6,3,631,65,2,8,58,190,644,22,8,0,24,15,63,16,324,1,48,63,95,1,23,0,252,37,0,43,2616,48
2020-06-11,3663,112,4723,8,12,3,1040,259,78,5,17,5,12,66,2,76,6232,0,779,617,1907,54,26,176,5,15,181,3,3,0,2436,0,30,84,38,635,6,3,632,65,2,8,58,191,645,22,8,0,23,15,64,17,326,1,51,64,95,1,23,0,253,37,0,44,2629,47
2020-06-12,3698,114,4754,8,12,3,1049,261,78,5,17,5,12,66,2,76,6257,0,790,621,1920,54,26,177,6,15,181,3,3,0,2445,0,30,84,38,637,6,3,632,66,2,8,59,191,645,22,8,0,23,15,63,17,332,1,53,64,97,1,23,0,254,38,0,44,2646,47
2020-06-13,3729,116,4788,8,12,3,1065,264,78,5,17,5,14,66,2,76,6301,0,794,623,1925,54,29,181,6,15,181,3,3,0,2458,0,30,84,38,641,6,3,632,66,2,8,59,194,646,22,8,0,23,15,65,16,346,1,53,64,97,1,24,0,256,38,0,44,2652,47
2020-06-14,3743,118,4803,8,12,3,1070,264,78,5,17,5,14,67,2,77,6330,0,801,625,1932,54,29,184,6,16,181,3,3,0,2458,0,31,84,39,647,6,3,633,69,2,8,60,195,646,22,8,0,23,15,65,16,352,1,53,64,98,1,24,0,256,38,0,44,2656,48
2020-06-15,3759,127,4818,8,12,3,1088,265,78,5,17,5,15,68,2,78,6376,0,807,626,1941,54,29,193,6,17,181,3,3,0,2466,0,31,85,39,652,7,3,633,72,2,8,62,195,646,22,8,0,23,15,67,16,352,1,54,63,99,1,24,0,257,38,0,44,2666,49
2020-06-16,3771,129,4826,8,12,3,1100,268,78,5,17,7,15,68,2,78,6401,0,815,628,1960,54,29,195,6,17,182,3,3,0,2477,0,31,86,39,659,7,3,633,81,2,8,65,197,646,22,8,0,23,15,72,16,351,2,55,63,99,1,25,0,258,39,0,44,2671,49
2020-06-17,3791,130,4861,8,12,3,1137,270,78,5,18,7,15,68,2,79,6445,0,820,632,2001,54,30,199,6,17,182,3,3,0,2488,0,31,85,40,658,7,3,634,73,2,8,65,198,646,22,8,0,23,15,75,16,351,2,55,63,99,1,25,0,262,39,0,44,2693,49
2020-06-18,3819,140,4885,8,12,3,1173,271,78,5,18,7,17,68,2,80,6493,0,825,633,2024,54,30,205,6,17,181,3,3,0,2508,0,31,86,42,661,7,3,634,77,2,9,66,198,647,22,9,0,23,15,78,16,351,2,57,63,98,1,28,0,262,39,0,44,2698,49
2020-06-19,3852,150,4905,8,12,3,1211,274,78,5,18,10,17,68,2,80,6565,0,831,639,2063,54,30,214,6,18,182,3,3,0,2522,0,31,85,46,668,7,3,635,78,2,9,67,198,649,22,9,0,23,15,80,16,351,2,62,63,100,1,28,0,262,39,0,44,2705,49
2020-06-20,3872,159,4921,8,12,3,1228,277,78,5,18,12,17,68,2,80,6603,0,839,641,2079,54,30,217,6,18,182,3,4,0,2526,0,31,86,46,673,7,3,635,79,2,9,67,199,649,22,10,0,23,15,80,16,355,2,62,63,100,1,28,0,262,39,0,44,2714,49
2020-06-21,3909,168,4941,8,12,3,1243,278,78,5,18,12,17,68,2,80,6630,0,852,649,2101,54,31,222,6,19,182,3,4,0,2532,0,31,86,48,680,8,4,635,79,2,9,67,200,649,22,10,0,24,15,80,16,357,2,64,64,100,1,28,0,262,39,0,44,2721,50
2020-06-22,3932,169,4975,8,12,4,1259,280,78,5,18,12,17,69,2,80,6663,0,864,656,2113,54,31,224,6,18,182,3,4,0,2543,0,31,86,48,680,8,4,635,80,2,9,68,201,649,22,10,0,25,15,80,16,358,2,65,65,99,1,28,0,263,40,0,44,2724,50
2020-06-23,3941,175,4993,9,12,4,1282,282,78,5,18,12,18,69,2,80,6700,0,869,660,2139,54,31,236,6,18,184,3,4,0,2555,0,31,88,48,683,7,4,635,85,3,9,68,201,649,22,10,0,26,15,85,16,358,2,66,67,99,1,32,0,264,40,0,44,2730,50
2020-06-24,3971,177,5022,8,12,4,1305,284,78,5,18,12,18,69,2,81,6775,0,873,665,2173,54,31,243,6,18,186,3,4,0,2569,0,31,89,48,686,8,4,635,85,3,9,68,201,649,22,10,0,27,15,86,16,368,2,67,67,99,1,32,0,264,40,0,44,2746,51
2020-06-25,4013,178,5066,8,13,4,1321,287,78,5,18,12,20,69,2,81,6835,0,895,670,2220,55,32,252,7,18,186,3,4,1,2594,0,31,90,50,692,7,4,635,87,5,9,69,202,649,22,10,0,27,15,91,17,369,3,70,69,100,1,34,0,265,41,0,44,2757,51
2020-06-26,4058,181,5100,8,13,4,1336,291,77,5,18,12,20,70,2,82,6901,0,911,680,2266,56,33,260,7,18,186,3,4,1,2616,0,31,94,50,701,7,4,636,88,5,10,69,203,650,22,10,0,27,15,93,17,372,3,72,70,100,1,35,0,267,41,0,44,2773,51
2020-06-27,4093,184,5127,8,13,4,1347,291,77,5,18,13,20,70,2,82,6947,0,922,685,2296,56,34,266,7,18,186,3,4,1,2633,0,31,94,50,713,7,4,636,89,5,10,70,203,651,22,10,0,27,15,92,18,378,3,73,71,100,1,35,0,267,41,0,44,2783,51
2020-06-28,4148,187,5157,8,13,4,1360,295,78,5,18,13,20,70,2,82,7007,0,939,686,2327,57,36,273,7,19,186,3,4,1,2656,0,31,101,51,718,7,4,637,89,5,10,70,204,652,22,10,0,27,16,93,19,383,3,73,72,102,1,36,0,269,41,0,44,2788,51
2020-06-29,4170,188,5172,8,14,4,1367,297,78,5,18,13,20,70,2,82,7065,0,946,688,2360,56,36,277,7,21,186,3,4,1,2671,0,31,106,51,723,7,4,637,95,5,10,71,205,652,22,10,0,27,16,94,20,385,3,74,73,102,1,37,0,269,41,0,44,2798,52
2020-06-30,4185,191,5202,8,14,4,1384,298,77,5,19,13,21,70,2,83,7091,0,951,692,2374,57,36,298,7,21,187,3,4,2,2682,0,32,112,51,736,9,4,637,96,7,14,72,207,652,22,11,0,27,16,99,20,390,4,76,73,102,2,37,0,269,41,0,45,2802,52
2020-07-01,4226,197,5234,8,14,4,1401,301,77,5,19,13,21,70,2,84,7149,0,964,693,2431,57,37,300,7,21,188,3,4,2,2711,0,33,116,51,747,9,4,638,96,7,14,72,207,653,22,11,0,27,16,99,21,393,4,76,75,102,2,39,0,274,41,0,45,2823,52
2020-07-02,4267,199,5267,9,14,4,1414,307,77,5,19,15,22,70,2,83,7228,0,984,697,2474,57,38,303,7,21,188,3,4,2,2746,0,33,116,51,757,9,4,638,102,7,13,71,208,654,22,11,0,27,16,102,21,393,4,78,75,102,2,39,0,276,41,0,46,2839,52
2020-07-03,4287,199,5300,9,14,5,1424,307,77,5,19,15,22,70,2,83,7279,0,993,700,2525,57,38,313,7,21,188,3,4,2,2763,0,33,117,51,776,9,4,638,109,9,13,72,209,654,22,11,0,27,16,102,24,396,4,79,76,102,2,39,0,277,42,0,46,2853,52
2020-07-04,4322,200,5329,10,14,5,1428,312,77,5,21,15,22,71,2,84,7319,0,1006,701,2574,57,40,318,7,21,189,3,4,2,2776,0,33,121,52,791,9,4,640,113,9,13,73,208,655,22,12,0,27,16,104,24,404,4,79,77,102,2,39,0,278,43,0,46,2862,53
2020-07-05,4362,200,5354,10,14,5,1435,314,77,5,21,15,22,71,2,84,7344,0,1013,705,2608,57,40,319,8,21,189,3,4,2,2788,0,33,123,52,803,9,4,640,118,9,13,73,208,655,22,12,0,27,16,105,29,407,4,80,77,102,2,39,0,281,43,0,46,2871,53
2020-07-06,4400,200,5369,11,14,5,1443,316,78,5,21,15,22,71,2,83,7392,0,1019,709,2645,58,41,317,8,21,189,3,4,2,2801,0,33,122,52,808,9,4,640,119,11,13,74,210,655,22,12,0,28,16,105,29,408,4,80,78,102,2,39,0,281,43,0,46,2878,53
2020-07-07,4478,202,5421,11,14,4,1454,320,78,5,21,15,22,71,2,84,7477,0,1042,715,2685,60,41,326,8,23,189,3,4,2,2842,0,33,127,51,818,9,4,640,121,13,13,74,211,655,22,12,0,28,16,108,30,411,4,80,78,102,2,39,0,286,52,0,46,2890,53
2020-07-08,4546,203,5459,12,14,4,1466,324,81,5,21,15,22,71,3,84,7563,0,1056,732,2751,60,41,339,8,23,190,3,4,2,2887,0,35,130,52,843,9,4,640,125,14,13,75,213,655,22,12,0,32,16,111,32,416,4,80,79,103,2,41,0,288,52,0,46,2912,54
2020-07-09,4588,204,5510,12,14,4,1486,333,81,5,21,15,22,71,3,83,7651,0,1078,738,2804,60,41,349,8,23,190,3,4,2,2922,0,35,130,52,869,10,4,640,129,15,14,76,214,655,22,12,0,32,16,117,33,417,4,80,79,103,2,43,0,289,53,0,46,2937,54
2020-07-10,4669,204,5583,12,14,4,1498,336,82,5,21,17,22,71,3,84,7759,0,1120,758,2935,61,42,379,8,26,192,3,4,7,2970,0,36,133,53,884,9,4,641,137,15,15,77,216,656,22,12,0,33,16,124,36,422,6,80,81,103,2,45,0,294,59,0,46,2973,54
2020-07-11,4719,204,5627,12,14,4,1513,341,93,5,21,18,22,71,3,83,7832,0,1134,761,3000,62,43,403,8,27,192,3,4,7,3007,0,36,134,54,899,9,4,641,140,16,15,77,218,656,23,12,0,33,16,130,36,430,6,80,81,103,2,48,0,293,60,0,46,2988,54
2020-07-12,4757,204,5647,12,14,4,1517,341,116,5,21,18,22,71,3,84,7902,0,1161,763,3059,62,43,415,8,28,192,3,4,7,3026,0,36,136,54,917,10,4,641,142,17,15,80,218,656,23,12,0,33,16,132,36,432,6,81,82,103,2,49,0,293,61,0,46,2999,54
2020-07-13,4788,204,5682,12,14,4,1532,342,121,5,21,18,22,71,7,84,7952,0,1178,766,3102,63,45,423,8,23,193,3,5,8,3055,0,37,136,54,946,10,4,641,146,17,16,80,218,660,23,12,0,32,16,132,38,444,6,81,84,103,2,50,0,293,61,0,46,3025,54
2020-07-14,4847,204,5734,12,14,4,1558,348,123,5,21,18,22,71,7,84,8011,0,1201,783,3168,65,46,441,8,29,193,3,5,8,3089,0,37,146,54,959,10,4,641,153,17,16,81,223,661,23,12,0,33,16,138,38,450,6,82,84,103,2,50,2,293,65,0,46,3047,54
2020-07-15,4916,204,5789,13,14,5,1578,352,123,5,21,18,22,71,7,86,8098,0,1224,795,3216,67,47,448,11,29,193,3,5,8,3118,0,36,146,56,982,11,4,641,162,17,16,84,222,663,23,12,0,33,16,140,39,458,6,83,86,103,2,57,3,294,65,0,46,3090,55
2020-07-16,4972,206,5854,15,14,5,1601,354,124,5,23,19,22,71,7,86,8164,0,1263,812,3306,67,68,469,12,32,193,3,5,8,3174,0,36,151,57,1009,11,4,641,163,17,16,85,225,663,24,12,0,33,16,144,42,469,6,82,86,104,2,60,4,298,66,0,46,3127,55
2020-07-17,5024,207,5934,18,14,5,1619,358,128,7,23,20,22,71,8,86,8254,1,1293,824,3407,67,71,493,12,34,197,3,5,8,3221,0,36,154,59,1041,11,6,642,174,17,17,89,229,665,23,12,0,33,16,148,44,479,6,82,85,104,2,64,5,304,68,0,46,3176,55
2020-07-18,5058,207,5990,18,14,5,1628,358,210,7,23,20,22,72,8,86,8320,2,1310,831,3477,68,72,505,12,35,199,3,5,8,3252,0,36,157,60,1055,11,6,642,180,17,18,89,232,665,24,12,0,33,16,150,44,482,6,82,87,105,2,64,5,304,71,0,46,3189,55
2020-07-19,5094,207,6032,18,14,5,1642,359,210,7,23,21,22,72,8,88,8371,2,1331,847,3517,69,74,519,12,35,200,3,5,8,3282,0,36,159,60,1079,11,6,642,185,17,18,90,234,665,24,12,0,35,16,155,45,483,6,84,87,106,2,66,8,306,78,0,46,3210,56
2020-07-20,5133,207,6075,19,14,5,1650,362,215,9,24,21,22,72,9,88,8429,2,1357,850,3604,70,77,528,12,37,202,3,5,8,3306,0,36,165,61,1112,11,6,643,189,17,18,92,235,665,24,12,0,35,16,154,45,502,6,84,87,106,2,67,10,306,81,0,46,3244,56
2020-07-21,5184,208,6140,22,14,5,1662,364,215,8,24,21,22,72,10,90,8532,2,1377,855,3686,73,78,537,13,37,210,3,5,8,3348,0,36,170,60,1131,11,7,643,191,17,18,91,236,665,26,12,0,35,17,160,45,524,6,84,91,106,2,68,11,308,85,0,46,3258,56
2020-07-22,5248,214,6197,24,14,5,1683,371,220,7,24,21,22,73,10,92,8650,2,1410,884,3786,75,82,561,13,39,216,3,5,8,3395,0,36,174,60,1158,11,6,643,199,17,20,91,245,666,30,12,0,35,17,162,45,535,6,84,93,106,2,69,11,311,87,0,46,3293,56
2020-07-23,5312,216,6276,24,14,5,1704,373,220,7,24,21,22,72,10,93,8809,2,1433,903,3864,76,83,575,13,39,216,3,5,8,3462,0,41,180,61,1183,13,6,643,213,17,20,92,248,666,33,12,0,36,19,150,45,538,6,84,94,106,2,70,11,312,89,0,46,3319,56
2020-07-24,5433,219,6373,24,14,5,1721,376,224,7,24,22,22,72,10,94,8939,2,1462,926,3928,76,85,591,13,39,216,3,6,8,3527,0,42,180,61,1207,13,6,643,219,18,21,93,251,670,35,12,0,37,19,148,45,548,6,86,94,107,2,70,11,313,89,0,46,3353,56
2020-07-25,5535,219,6470,25,14,5,1751,378,243,7,25,22,22,72,10,98,9101,1,1494,944,4033,77,87,612,13,40,216,3,6,8,3622,0,42,185,61,1238,13,6,645,227,18,23,96,255,672,36,12,0,39,20,153,45,552,6,87,94,107,2,73,11,315,96,0,46,3386,57
2020-07-26,5587,219,6541,27,14,5,1772,382,277,8,26,21,22,72,10,97,9205,1,1519,964,4128,77,91,624,13,39,219,3,6,8,3654,0,42,187,61,1255,13,6,645,231,18,23,101,262,672,38,12,0,40,19,153,46,559,6,87,94,107,2,73,11,316,97,0,46,3408,57
2020-07-27,5626,220,6570,28,14,5,1782,383,278,8,26,21,22,72,10,98,9256,1,1529,972,4150,79,91,626,13,39,220,3,6,8,3676,0,42,188,61,1261,13,6,645,233,18,23,102,260,673,38,12,0,40,19,151,46,563,6,87,95,107,2,73,11,318,97,0,46,3422,57
